U+2A6D7	𪛗
U+2F979	翺
U+2F97A	者
U+2F97B	𦓚
U+2F97C	𦔣
U+2F97D	聠
U+2F97E	𦖨
U+2F97F	聰
U+2F980	𣍟
U+2F981	䏕
U+2F982	育
U+2F983	脃
U+2F984	䐋
U+2F985	脾
U+2F986	媵
U+2F987	𦞧
U+2F988	𦞵
U+2F989	𣎓
U+2F98A	𣎜
U+2F98B	舁
U+2F98C	舄
U+2F98D	辞
U+2F98E	䑫
U+2F98F	芑
U+2F990	芋
U+2F991	芝
U+2F992	劳
U+2F993	花
U+2F995	芽
U+2F996	苦
U+2F997	𦬼
U+2F998	若
U+2F999	茝
U+2F99A	荣
U+2F99B	莭
U+2F99C	茣
U+2F99D	莽
U+2F99E	菧
U+2F99F	著
U+2F9A0	荓
U+2F9A1	菊
U+2F9A2	菌
U+2F9A3	菜
U+2F9A4	𦰶
U+2F9A5	𦵫
U+2F9A6	𦳕
U+2F9A7	䔫
U+2F9A8	蓱
U+2F9A9	蓳
U+2F9AA	蔖
U+2F9AB	𧏊
U+2F9AC	蕤
U+2F9AD	𦼬
U+2F9AE	䕝
U+2F9AF	䕡
U+2F9B0	𦾱
U+2F9B1	𧃒
U+2F9B3	虐
U+2F9B4	虜
U+2F9B5	虧
U+2F9B6	虩
U+2F9B7	蚩
U+2F9B8	蚈
U+2F9B9	蜎
U+2F9BA	蛢
U+2F9BB	蝹
U+2F9BD	蝫
U+2F9BE	螆
U+2F9BF	䗗
U+2F9C0	蟡
U+2F9C1	蠁
U+2F9C2	䗹
U+2F9C3	衠
U+2F9C4	衣
U+2F9C5	𧙧
U+2F9C6	裗
U+2F9C7	裞
U+2F9C8	䘵
U+2F9C9	裺
U+2F9CA	㒻
U+2F9CB	𧢮
U+2F9CC	𧥦
U+2F9CD	䚾
U+2F9CE	䛇
U+2F9CF	誠
U+2F9D0	諭
U+2F9D1	變
U+2F9D2	豕
U+2F9D3	𧲨
U+2F9D5	賁
U+2F9D6	贛
U+2F9D7	起
U+2F9D8	𧼯
U+2F9D9	𠠄
U+2F9DA	跋
U+2F9DB	趼
U+2F9DC	跰
U+2F9DD	𠣞
U+2F9DE	軔
U+2F9DF	輸
U+2F9E0	𨗒
U+2F9E1	𨗭
U+2F9E2	邔
U+2F9E3	郱
U+2F9E4	鄑
U+2F9E5	𨜮
U+2F9E6	鄛
U+2F9E7	鈸
U+2F9E8	鋗
U+2F9E9	鋘
U+2F9EA	鉼
U+2F9EB	鏹
U+2F9EC	鐕
U+2F9ED	𨯺
U+2F9EE	開
U+2F9EF	䦕
U+2F9F0	閷
U+2F9F1	𨵷
U+2F9F2	䧦
U+2F9F3	雃
U+2F9F4	嶲
U+2F9F5	霣
U+2F9F6	𩅅
U+2F9F7	𩈚
U+2F9F8	䩮
U+2F9F9	䩶
U+2F9FA	韠
U+2F9FB	𩐊
U+2F9FC	䪲
U+2F9FD	𩒖
U+2F9FE	頋
U+2F9FF	頋
U+2FA00	頩
U+2FA01	𩖶
U+2FA02	飢
U+2FA03	䬳
U+2FA04	餩
U+2FA05	馧
U+2FA06	駂
U+2FA07	駾
U+2FA08	䯎
U+2FA09	𩬰
U+2FA0A	鬒
U+2FA0B	鱀
U+2FA0C	鳽
U+2FA0D	䳎
U+2FA0E	䳭
U+2FA0F	鵧
U+2FA10	𪃎
U+2FA11	䳸
U+2FA12	𪄅
U+2FA13	𪈎
U+2FA14	𪊑
U+2FA15	麻
U+2FA16	䵖
U+2FA17	黹
U+2FA18	黾
U+2FA19	鼅
U+2FA1A	鼏
U+2FA1B	鼖
U+2FA1C	鼻
U+2FA1D	𪘀
